price,model_year,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,brand,car_model
400,1999,fair,4,hybrid,100000.0,other,coupe,orange,0,2019-01-15,28,honda,accord
5495,2009,good,4,hybrid,121546.0,automatic,coupe,silver,0,2019-04-12,7,honda,civic
4499,2011,excellent,4,hybrid,169089.0,automatic,sedan,blue,0,2018-05-06,20,ford,fusion
9995,2011,excellent,8,hybrid,140530.0,automatic,SUV,white,0,2018-06-26,4,ford,expedition
3999,2008,good,4,hybrid,123000.0,automatic,sedan,silver,0,2018-11-08,46,hyundai,sonata
10988,2010,good,6,hybrid,49208.0,automatic,van,white,0,2018-06-09,103,dodge,grand caravan
2300,1999,good,6,hybrid,164000.0,automatic,coupe,blue,0,2018-10-21,25,ford,mustang
1300,1997,good,4,hybrid,231000.0,manual,sedan,white,0,2018-07-04,22,toyota,camry le
1500,1995,good,8,hybrid,176000.0,automatic,truck,red,1,2019-01-29,66,dodge,dakota
14700,2014,like new,8,hybrid,134000.0,automatic,truck,blue,1,2018-06-11,17,ram,1500
5950,2011,excellent,4,hybrid,172000.0,automatic,sedan,blue,0,2018-09-20,40,hyundai,sonata
38000,2015,good,6,hybrid,49000.0,automatic,truck,white,1,2018-09-06,120,ram,3500
8500,2014,fair,4,hybrid,66000.0,automatic,sedan,black,0,2018-08-04,79,chevrolet,impala
11450,2004,like new,6,hybrid,112723.0,manual,offroad,unknown,1,2018-07-22,21,jeep,wrangler
9000,2005,excellent,8,hybrid,135000.0,automatic,truck,red,1,2018-08-27,24,gmc,sierra
23700,2012,good,8,hybrid,69754.0,other,truck,black,1,2019-04-03,29,chevrolet,silverado 1500 crew
8000,2003,excellent,8,hybrid,203000.0,automatic,truck,blue,1,2018-11-30,60,chevrolet,silverado
28400,2017,like new,6,hybrid,41000.0,automatic,truck,blue,1,2019-04-10,24,ford,f150
22988,2018,like new,6,hybrid,13000.0,automatic,coupe,red,0,2018-05-10,101,chevrolet,camaro
3995,2011,excellent,4,hybrid,162471.0,automatic,sedan,blue,0,2018-09-21,32,nissan,altima
3995,2003,excellent,8,hybrid,137738.0,manual,coupe,grey,0,2019-01-26,64,ford,mustang
40988,2018,like new,8,hybrid,20000.0,automatic,truck,red,1,2018-09-03,94,chevrolet,silverado
31588,2018,like new,6,hybrid,7659.0,automatic,truck,unknown,1,2018-10-06,9,chevrolet,colorado
4000,2011,like new,4,hybrid,182000.0,automatic,sedan,white,0,2019-01-18,12,nissan,altima
16900,2012,good,8,hybrid,131000.0,automatic,truck,white,1,2018-10-12,35,ford,f150
1950,2002,fair,8,hybrid,148000.0,automatic,truck,green,1,2018-12-07,14,chevrolet,silverado
1500,2001,fair,8,hybrid,246741.0,automatic,truck,green,1,2018-06-07,7,dodge,dakota
3200,2004,excellent,4,hybrid,122000.0,automatic,sedan,brown,0,2018-12-16,40,toyota,camry le
4250,2004,excellent,6,hybrid,91000.0,automatic,coupe,blue,0,2018-09-20,57,ford,mustang
18588,2016,like new,6,hybrid,50000.0,manual,coupe,white,0,2019-03-16,68,chevrolet,camaro
46058,2018,new,8,hybrid,7.0,automatic,truck,red,1,2018-10-21,41,chevrolet,silverado 1500
28774,2015,excellent,6,hybrid,60525.0,automatic,truck,red,1,2018-08-09,6,ford,f150
8999,2007,good,8,hybrid,170000.0,automatic,SUV,black,1,2018-05-15,38,chevrolet,tahoe
8400,2012,good,4,hybrid,96000.0,automatic,SUV,silver,0,2018-07-13,21,chevrolet,equinox
8000,2007,good,8,hybrid,266000.0,automatic,truck,unknown,0,2018-06-10,5,ford,f350 sd
6500,2005,good,8,hybrid,165000.0,automatic,truck,white,1,2019-01-08,75,gmc,sierra
2995,2004,excellent,4,hybrid,115551.0,automatic,sedan,custom,0,2019-04-13,33,hyundai,elantra
4300,2010,excellent,6,hybrid,177.0,automatic,mini-van,blue,0,2018-05-07,74,honda,odyssey
17899,2009,excellent,8,hybrid,130980.0,automatic,SUV,unknown,1,2018-12-11,14,gmc,yukon
1900,2003,fair,4,hybrid,230000.0,automatic,wagon,silver,1,2018-08-02,63,subaru,outback
3995,2006,excellent,4,hybrid,99862.0,automatic,sedan,blue,0,2018-05-29,66,nissan,sentra
15500,2007,excellent,8,hybrid,162000.0,automatic,offroad,white,1,2018-11-02,58,toyota,tundra
1800,2003,excellent,4,hybrid,199000.0,manual,SUV,silver,1,2018-10-19,32,ford,escape
32750,2017,like new,8,hybrid,42631.0,automatic,truck,unknown,1,2018-10-20,12,ford,f250 sd
8500,2015,like new,4,hybrid,50633.0,automatic,sedan,unknown,0,2018-10-21,70,toyota,corolla
24899,2016,like new,8,hybrid,94000.0,automatic,truck,grey,1,2019-02-17,19,ford,f150
3600,1996,like new,4,hybrid,94000.0,manual,truck,white,0,2018-12-02,39,ford,ranger
30899,2016,like new,8,hybrid,83000.0,automatic,SUV,white,1,2019-04-06,22,chevrolet,tahoe
22899,2015,like new,8,hybrid,97000.0,automatic,truck,white,1,2018-09-26,54,ford,f150
38899,2014,like new,6,hybrid,73800.0,automatic,truck,grey,1,2018-05-16,64,ram,2500
2500,2009,excellent,5,hybrid,223000.0,automatic,sedan,grey,0,2019-02-19,3,volkswagen,jetta
11400,2014,like new,6,hybrid,99000.0,automatic,sedan,red,0,2018-10-16,41,chrysler,300
12900,2013,excellent,6,hybrid,92545.0,automatic,SUV,black,1,2018-12-17,73,bmw,x5
5900,2014,like new,4,hybrid,96000.0,automatic,sedan,black,0,2018-12-06,50,ford,focus se
25499,2007,like new,6,hybrid,108900.0,automatic,truck,silver,1,2018-08-09,2,ram,2500
6750,2003,like new,8,hybrid,201827.0,automatic,truck,unknown,1,2018-08-13,7,chevrolet,silverado 2500hd
22899,2012,like new,8,hybrid,59000.0,automatic,truck,unknown,1,2018-07-31,63,ram,1500
3100,2001,good,6,hybrid,181435.0,automatic,SUV,unknown,0,2018-12-07,10,ford,escape
2999,2000,good,6,hybrid,155848.0,automatic,van,white,0,2019-01-11,15,honda,odyssey
5750,2005,excellent,4,hybrid,139101.0,automatic,SUV,black,0,2019-02-11,19,toyota,rav4
4985,2003,good,6,hybrid,185152.0,automatic,truck,white,1,2019-01-14,44,ford,ranger
1800,2007,good,4,hybrid,170000.0,automatic,sedan,white,0,2018-08-19,31,chevrolet,malibu
18000,2016,excellent,6,hybrid,50289.0,automatic,truck,unknown,0,2018-09-24,111,chevrolet,silverado 1500
3495,2008,excellent,4,hybrid,150266.0,automatic,sedan,white,0,2018-05-12,94,nissan,altima
5850,2013,good,4,hybrid,96146.0,automatic,sedan,white,0,2019-02-19,54,nissan,sentra
31000,2015,excellent,8,hybrid,61300.0,automatic,SUV,unknown,1,2018-10-07,5,gmc,yukon
5950,2015,good,4,hybrid,95167.0,automatic,sedan,unknown,0,2018-08-09,38,hyundai,sonata
18200,2011,excellent,8,hybrid,90800.0,automatic,truck,grey,1,2018-05-23,32,chevrolet,silverado 1500
28899,2014,like new,8,hybrid,65000.0,automatic,SUV,black,1,2018-07-12,51,chevrolet,suburban
1650,2001,good,8,hybrid,170000.0,automatic,truck,red,1,2018-08-27,20,ford,f150
11250,2010,good,8,hybrid,134185.0,automatic,truck,grey,1,2018-12-31,34,chevrolet,silverado 1500
16399,2010,like new,8,hybrid,104800.0,automatic,SUV,grey,1,2019-04-13,6,chevrolet,tahoe
23499,2013,like new,8,hybrid,105000.0,automatic,truck,unknown,1,2019-03-17,7,ford,f150
16998,2008,good,6,hybrid,214330.0,automatic,truck,silver,1,2018-10-24,19,ram,2500
2450,2003,good,8,hybrid,205146.0,automatic,truck,unknown,1,2018-06-10,25,ford,f150
6750,2014,good,4,hybrid,66132.0,automatic,sedan,unknown,0,2018-05-26,50,chevrolet,cruze
21900,2016,excellent,4,hybrid,45776.0,automatic,SUV,silver,1,2018-12-21,11,ford,edge
21775,2014,excellent,6,hybrid,86584.0,automatic,SUV,custom,1,2018-09-08,11,toyota,highlander
12675,2011,excellent,4,hybrid,97977.0,automatic,SUV,white,1,2018-11-05,83,honda,crv
13950,2012,good,8,hybrid,183062.0,automatic,truck,grey,1,2018-05-19,25,chevrolet,silverado 1500
13950,2012,good,8,hybrid,145026.0,automatic,truck,black,1,2018-06-04,44,ram,1500
3250,2003,good,8,hybrid,207337.0,automatic,truck,unknown,1,2018-09-27,52,ford,f150
5450,2011,good,4,hybrid,123538.0,automatic,sedan,blue,0,2019-02-28,46,ford,fusion
5950,2012,good,4,hybrid,138177.0,automatic,wagon,black,0,2019-01-18,12,ford,escape
8995,2014,excellent,4,hybrid,129000.0,automatic,sedan,white,0,2018-11-10,25,volkswagen,passat
35500,2015,excellent,8,hybrid,183000.0,automatic,truck,unknown,1,2018-06-04,14,gmc,sierra 2500hd
28000,2017,like new,6,hybrid,18300.0,automatic,SUV,black,1,2018-06-28,32,jeep,wrangler unlimited
3800,2005,good,6,hybrid,130000.0,automatic,sedan,grey,0,2019-01-16,49,acura,tl
9995,2005,good,6,hybrid,158270.0,automatic,truck,silver,0,2018-06-22,14,toyota,tacoma
8980,2006,good,8,hybrid,144040.0,automatic,SUV,grey,1,2019-01-09,14,toyota,4runner
11980,2006,good,6,hybrid,96641.0,automatic,truck,silver,0,2018-12-13,26,toyota,tundra
9995,2005,good,6,hybrid,123310.0,automatic,SUV,unknown,0,2019-02-28,143,toyota,4runner
14995,2008,good,6,hybrid,46691.0,automatic,SUV,silver,1,2018-05-21,76,toyota,4runner
1600,2001,good,4,hybrid,146201.0,automatic,sedan,silver,0,2018-09-17,18,toyota,camry
12900,2007,excellent,8,hybrid,175261.0,automatic,truck,white,0,2019-02-26,32,toyota,tundra
26500,2011,excellent,8,hybrid,199000.0,automatic,truck,white,1,2019-04-12,10,chevrolet,silverado 2500hd
1000,2010,excellent,6,hybrid,125000.0,automatic,sedan,red,0,2018-05-20,21,dodge,charger
15650,2013,excellent,6,hybrid,65450.0,automatic,truck,white,1,2018-06-16,29,ford,f150
1950,2001,good,4,hybrid,205000.0,automatic,coupe,silver,0,2018-09-03,129,honda,civic
4500,2012,like new,4,hybrid,101150.0,automatic,sedan,red,0,2018-06-03,52,ford,focus
1850,2006,good,6,hybrid,275446.0,automatic,SUV,green,0,2019-03-02,44,honda,odyssey
10999,2007,excellent,6,hybrid,150100.0,automatic,SUV,red,0,2019-04-18,6,jeep,wrangler
5500,2011,excellent,4,hybrid,96000.0,automatic,hatchback,blue,0,2019-01-08,267,nissan,versa
2950,2005,excellent,4,hybrid,185000.0,manual,sedan,grey,0,2018-07-19,74,honda,civic
5995,2005,excellent,8,hybrid,215454.0,automatic,SUV,white,0,2018-12-18,56,chevrolet,tahoe
3999,2007,good,4,hybrid,145100.0,automatic,sedan,black,0,2018-06-14,28,toyota,camry le
23995,2008,excellent,8,hybrid,113218.0,automatic,truck,black,1,2019-01-21,25,ford,f250
40000,2017,excellent,8,hybrid,22529.0,automatic,truck,red,1,2019-01-12,9,gmc,sierra 1500
1200,2002,good,6,hybrid,160000.0,automatic,SUV,white,1,2018-05-19,122,ford,explorer
5555,2002,excellent,6,hybrid,186199.0,automatic,SUV,brown,0,2018-07-13,55,toyota,4runner
6950,2011,excellent,4,hybrid,71639.0,automatic,sedan,unknown,0,2018-11-12,44,volkswagen,jetta
5375,2008,excellent,4,hybrid,133421.0,automatic,sedan,silver,0,2018-08-14,12,toyota,prius
4785,2012,excellent,4,hybrid,132736.0,manual,SUV,silver,0,2019-04-05,38,kia,soul
2100,2007,excellent,4,hybrid,198000.0,automatic,sedan,grey,0,2018-09-26,31,hyundai,sonata
8800,2003,good,8,hybrid,223723.0,automatic,truck,red,1,2019-04-14,13,chevrolet,silverado
5700,2009,excellent,4,hybrid,130451.0,automatic,sedan,red,0,2018-10-09,99,toyota,camry le
17980,2017,like new,4,hybrid,37000.0,automatic,SUV,unknown,1,2018-12-25,77,toyota,rav4
3900,2005,good,8,hybrid,163000.0,automatic,truck,blue,1,2018-10-07,11,dodge,dakota
47000,2016,like new,8,hybrid,49000.0,automatic,truck,black,1,2019-02-23,13,gmc,sierra 2500hd
22500,2014,excellent,8,hybrid,93027.0,automatic,truck,white,0,2019-01-22,13,chevrolet,silverado 1500
13000,2014,good,6,hybrid,43000.0,automatic,coupe,silver,0,2018-09-29,33,ford,mustang
8000,2006,good,8,hybrid,186076.0,automatic,truck,silver,1,2018-12-19,38,chevrolet,silverado
3000,1998,good,8,hybrid,180000.0,automatic,truck,silver,0,2018-11-02,59,chevrolet,silverado 1500
8000,2009,good,8,hybrid,193500.0,automatic,SUV,unknown,1,2019-01-14,78,chevrolet,tahoe
14250,2014,excellent,6,hybrid,68082.0,automatic,SUV,unknown,0,2019-04-18,43,nissan,murano
11995,2005,good,6,hybrid,500000.0,automatic,mini-van,silver,0,2018-06-24,20,dodge,grand caravan
6300,2011,good,6,hybrid,134222.0,automatic,coupe,red,0,2019-03-14,16,ford,mustang
6200,2007,good,4,hybrid,130222.0,automatic,SUV,blue,0,2019-02-15,40,honda,crv
6499,2012,good,6,hybrid,103222.0,automatic,SUV,unknown,0,2019-03-29,55,nissan,murano
450,1996,good,8,hybrid,140000.0,automatic,truck,white,0,2018-07-25,28,ford,f250
5600,2011,good,4,hybrid,83000.0,automatic,sedan,red,0,2018-10-01,73,ford,focus
19900,2002,excellent,8,hybrid,49000.0,automatic,truck,white,1,2018-07-14,18,gmc,sierra 2500hd
11999,1978,good,8,hybrid,73411.0,automatic,coupe,silver,0,2018-12-13,81,chevrolet,corvette
14995,2007,excellent,8,hybrid,91336.0,automatic,SUV,silver,1,2018-08-07,16,cadillac,escalade
11900,1981,good,8,hybrid,96561.0,automatic,coupe,red,0,2019-03-13,49,chevrolet,corvette
15500,2018,good,8,hybrid,27638.0,automatic,truck,unknown,0,2018-05-20,18,ram,1500
6900,2006,good,8,hybrid,144000.0,automatic,truck,unknown,1,2018-12-22,22,ram,1500
6500,2012,good,3,hybrid,128869.0,automatic,sedan,silver,0,2018-07-27,62,ford,fusion
22500,2007,good,6,hybrid,167000.0,automatic,truck,red,1,2018-05-26,35,ram,2500
1299,2000,good,4,hybrid,226052.0,automatic,sedan,brown,0,2018-10-11,74,toyota,corolla
14500,2017,excellent,4,hybrid,71000.0,automatic,sedan,unknown,0,2018-05-01,31,ford,fusion se
3950,2005,good,8,hybrid,217000.0,automatic,truck,black,1,2018-06-13,11,ford,f150
10995,1999,excellent,10,hybrid,95133.0,automatic,truck,green,1,2018-11-08,50,ford,f250 sd
8995,2010,excellent,4,hybrid,98424.0,automatic,SUV,white,1,2019-04-04,36,nissan,rogue
6600,2009,excellent,4,hybrid,158600.0,automatic,sedan,white,0,2018-07-05,57,toyota,camry
37000,2018,like new,8,hybrid,15600.0,automatic,truck,white,1,2019-04-05,6,chevrolet,silverado
12500,2011,good,8,hybrid,117042.0,automatic,truck,grey,0,2018-07-14,71,ford,f150
7200,2012,excellent,6,hybrid,144000.0,automatic,SUV,silver,0,2018-06-15,25,gmc,acadia
4725,2013,excellent,4,hybrid,195000.0,automatic,sedan,black,0,2019-02-25,4,toyota,prius
1500,2006,good,5,hybrid,131000.0,manual,sedan,silver,0,2018-07-08,49,volkswagen,jetta
29900,2018,good,8,hybrid,3827.0,automatic,coupe,yellow,0,2018-10-27,51,ford,mustang gt coupe 2d
17000,2010,good,6,hybrid,199990.0,manual,SUV,black,1,2019-03-10,57,jeep,wrangler
33000,2014,good,8,hybrid,67000.0,automatic,truck,unknown,1,2019-01-07,17,ford,f350 sd
20243,2011,good,8,hybrid,92101.0,automatic,truck,black,1,2018-11-13,13,gmc,sierra 1500
6500,1988,good,8,hybrid,166000.0,automatic,truck,white,1,2018-09-16,57,ford,f250 sd
9500,2009,good,8,hybrid,203700.0,automatic,truck,silver,1,2018-08-01,39,chevrolet,silverado 2500hd
7895,2006,good,8,hybrid,170827.0,automatic,SUV,blue,1,2018-05-23,23,chevrolet,tahoe
14365,2014,good,4,hybrid,99452.0,automatic,SUV,red,1,2018-12-11,8,honda,crv
16950,2012,good,6,hybrid,117443.0,automatic,wagon,black,1,2018-12-07,59,ford,explorer
1995,1991,good,8,hybrid,100000.0,automatic,truck,green,1,2018-05-13,25,ford,f250
22000,2013,excellent,6,hybrid,90000.0,manual,truck,silver,1,2018-08-10,15,toyota,tacoma
20000,2010,excellent,8,hybrid,100100.0,automatic,truck,white,1,2018-11-01,17,ford,f150
3400,2006,good,6,hybrid,48760.0,automatic,SUV,unknown,1,2018-06-01,37,ford,escape
13990,2015,like new,4,hybrid,26400.0,automatic,sedan,silver,0,2018-12-02,34,honda,accord
33300,2016,good,8,hybrid,14148.0,automatic,truck,black,1,2019-03-10,7,chevrolet,silverado 1500 crew
25629,2018,new,6,hybrid,7.0,automatic,coupe,green,0,2018-05-04,44,chevrolet,camaro
34774,2017,excellent,8,hybrid,34870.0,automatic,SUV,blue,0,2019-02-06,77,gmc,yukon
13500,2011,excellent,8,hybrid,154000.0,manual,truck,white,0,2019-01-23,7,ford,f150
17000,2013,excellent,6,hybrid,139400.0,automatic,truck,blue,1,2018-07-15,71,ford,f150
11000,2011,excellent,6,hybrid,118120.0,automatic,SUV,unknown,1,2018-05-08,22,bmw,x5
3500,1999,fair,8,hybrid,244410.0,automatic,truck,red,1,2018-06-22,22,ford,f150
800,2006,good,6,hybrid,244319.0,automatic,mini-van,black,0,2018-05-02,42,chrysler,town & country
5800,1991,excellent,8,hybrid,180780.0,automatic,SUV,blue,0,2019-02-12,48,chevrolet,suburban
21900,2017,excellent,6,hybrid,93971.0,automatic,truck,white,1,2018-08-31,44,chevrolet,silverado
31499,2017,excellent,8,hybrid,36327.0,automatic,truck,unknown,1,2018-10-26,31,ram,1500
6790,2008,good,4,hybrid,135399.0,manual,sedan,blue,0,2018-11-13,14,honda,civic
3995,2011,excellent,4,hybrid,123000.0,automatic,sedan,unknown,0,2018-12-19,23,nissan,sentra
4500,2007,excellent,6,hybrid,144057.0,automatic,truck,white,0,2018-10-03,16,ford,f150
31800,2018,good,8,hybrid,22838.0,automatic,truck,unknown,1,2019-04-01,51,chevrolet,silverado 1500 crew
29988,2017,like new,8,hybrid,45000.0,automatic,truck,black,1,2018-10-03,25,gmc,sierra
38414,2018,new,8,hybrid,7.0,automatic,truck,blue,1,2018-05-11,30,chevrolet,silverado 1500
48000,2017,excellent,8,hybrid,62216.0,automatic,truck,white,0,2018-06-27,27,chevrolet,silverado 3500hd
59995,2018,like new,6,hybrid,22635.0,automatic,truck,white,1,2018-08-25,83,ram,2500
22995,2015,like new,8,hybrid,51000.0,automatic,truck,white,1,2019-04-10,49,ford,f150
7750,2016,excellent,4,hybrid,88000.0,automatic,sedan,silver,0,2018-11-30,12,ford,focus
7995,2013,good,4,hybrid,92847.0,automatic,sedan,white,0,2018-09-21,15,chrysler,200
29588,2017,like new,8,hybrid,17000.0,automatic,truck,grey,1,2019-01-18,4,chevrolet,silverado
50025,2019,new,8,hybrid,5.0,automatic,truck,red,1,2019-03-08,2,chevrolet,silverado 2500hd
23000,2015,excellent,6,hybrid,64360.0,automatic,truck,black,1,2019-02-16,1,ram,1500
19000,2015,excellent,8,hybrid,100600.0,automatic,truck,white,1,2019-03-19,57,ford,f150
2500,2005,good,8,hybrid,200000.0,automatic,truck,white,0,2018-07-27,23,chevrolet,silverado
29990,2017,good,6,hybrid,42235.0,automatic,SUV,black,1,2018-05-17,83,gmc,acadia
12500,2011,good,8,hybrid,243000.0,automatic,truck,black,1,2019-02-26,96,chevrolet,silverado 2500hd
29000,2017,excellent,8,hybrid,103369.0,automatic,truck,white,1,2018-10-11,25,chevrolet,silverado 2500hd
6995,2007,good,8,hybrid,156000.0,automatic,truck,white,0,2018-08-13,23,chevrolet,silverado
12500,2014,excellent,4,hybrid,91000.0,automatic,other,silver,0,2018-12-26,104,ford,fusion se
9995,2015,good,4,hybrid,32804.0,automatic,SUV,white,0,2019-03-07,76,kia,soul
3800,2006,good,8,hybrid,202000.0,automatic,truck,white,1,2018-11-07,38,gmc,sierra
15900,2008,excellent,8,hybrid,166430.0,automatic,truck,white,1,2019-02-14,49,ford,f250 sd
6500,2011,excellent,6,hybrid,169.0,automatic,SUV,blue,0,2018-08-22,127,gmc,acadia
6500,2000,excellent,8,hybrid,162000.0,automatic,SUV,white,0,2018-05-14,27,ford,expedition
9400,1994,excellent,8,hybrid,116000.0,manual,coupe,green,0,2019-02-16,34,chevrolet,corvette
9950,2010,excellent,6,hybrid,122498.0,automatic,SUV,silver,1,2019-03-04,15,jeep,grand cherokee
15450,2016,excellent,4,hybrid,33668.0,automatic,sedan,unknown,0,2018-09-18,51,toyota,camry
6950,2010,excellent,4,hybrid,153660.0,automatic,hatchback,unknown,0,2019-02-04,50,toyota,prius
4950,2005,good,4,hybrid,189220.0,automatic,SUV,blue,1,2018-08-14,39,subaru,outback
2600,2002,good,8,hybrid,211368.0,automatic,truck,unknown,1,2018-11-11,54,chevrolet,silverado
21500,1968,excellent,8,hybrid,40000.0,automatic,coupe,yellow,0,2019-02-03,51,ford,mustang
19995,2011,excellent,8,hybrid,168413.0,automatic,truck,white,1,2018-08-04,23,ford,f250 sd
10999,2011,good,8,hybrid,160966.0,automatic,truck,red,1,2019-01-26,96,ram,1500
19995,2011,excellent,8,hybrid,195999.0,automatic,truck,blue,1,2018-07-26,7,ford,f250
6900,2014,excellent,4,hybrid,96800.0,automatic,sedan,grey,0,2019-03-04,29,nissan,rogue
18495,2016,excellent,6,hybrid,38706.0,automatic,truck,black,1,2018-08-30,54,nissan,frontier
7995,2007,fair,8,hybrid,237909.0,automatic,truck,white,0,2018-11-15,21,ford,f250
19995,2009,good,8,hybrid,159158.0,automatic,truck,black,1,2018-08-01,65,ford,f250
13495,2015,like new,4,hybrid,76123.0,automatic,SUV,white,1,2018-05-26,74,kia,sorento
1600,1996,fair,4,hybrid,246500.0,automatic,SUV,white,0,2018-08-31,50,toyota,rav4
8995,2015,like new,4,hybrid,43143.0,automatic,sedan,unknown,0,2019-01-31,11,ford,focus se
2495,2006,good,4,hybrid,173256.0,automatic,sedan,green,0,2018-05-31,19,ford,fusion se
15999,2012,good,8,hybrid,141907.0,automatic,truck,white,1,2018-05-28,25,ram,2500
8495,2013,good,4,hybrid,102000.0,automatic,sedan,black,0,2018-08-05,24,chevrolet,malibu
50000,2018,excellent,8,hybrid,25000.0,automatic,SUV,white,1,2018-05-08,74,bmw,x5
4950,2005,excellent,4,hybrid,176003.0,automatic,sedan,brown,0,2018-06-04,72,honda,accord
3500,2008,excellent,4,hybrid,198000.0,manual,hatchback,brown,1,2018-08-05,23,subaru,outback
7950,2012,excellent,4,hybrid,103497.0,automatic,sedan,black,0,2018-07-13,29,ford,fusion
3350,2003,like new,8,hybrid,200000.0,automatic,truck,grey,0,2018-07-30,24,ram,1500
3200,2005,excellent,6,hybrid,170000.0,automatic,sedan,grey,0,2019-04-07,35,nissan,altima
27685,2017,excellent,8,hybrid,32193.0,automatic,truck,blue,1,2019-03-17,35,ram,1500
33300,2016,good,8,hybrid,14148.0,automatic,truck,black,1,2018-09-15,13,chevrolet,silverado 1500 crew
1,2012,excellent,4,hybrid,42112.0,automatic,sedan,black,0,2019-03-28,65,ford,focus
22900,2014,good,6,hybrid,73711.0,automatic,truck,white,1,2018-12-13,37,ford,f150 supercrew cab xlt
3300,2000,good,8,hybrid,150700.0,automatic,truck,white,0,2018-12-01,61,gmc,sierra
15499,2012,excellent,8,hybrid,132351.0,automatic,truck,white,1,2018-09-11,22,gmc,sierra 1500
6299,2007,excellent,6,hybrid,121984.0,automatic,SUV,custom,0,2019-03-19,26,hyundai,santa fe
1500,1993,good,4,hybrid,199000.0,manual,sedan,silver,0,2018-10-23,17,honda,accord
3650,2004,good,4,hybrid,185000.0,automatic,sedan,silver,0,2018-07-05,40,toyota,camry
13500,2013,good,6,hybrid,183000.0,automatic,truck,white,1,2019-01-04,65,ford,f150
3500,2005,excellent,4,hybrid,197000.0,automatic,coupe,silver,0,2019-04-07,50,honda,civic
3500,2015,good,8,hybrid,119000.0,automatic,truck,white,0,2018-07-18,66,chevrolet,silverado 2500hd
2000,2017,good,4,hybrid,65000.0,automatic,sedan,black,0,2019-02-12,27,toyota,corolla
19900,2001,like new,8,hybrid,146000.0,automatic,truck,blue,1,2018-11-06,6,ford,f250 sd
2800,2003,excellent,6,hybrid,180000.0,automatic,mini-van,blue,0,2018-11-12,5,chrysler,town & country
5400,2005,good,8,hybrid,130368.0,automatic,truck,unknown,1,2018-11-03,42,ford,f150
1800,2013,good,4,hybrid,49000.0,automatic,sedan,silver,0,2018-08-21,28,nissan,altima
8900,2012,good,4,hybrid,103000.0,automatic,sedan,blue,0,2018-07-27,42,chevrolet,cruze
10900,2015,good,4,hybrid,43000.0,automatic,hatchback,unknown,0,2019-03-02,23,ford,focus
15999,2013,excellent,6,hybrid,51748.0,automatic,SUV,red,1,2018-12-29,5,ford,edge
11900,2015,good,4,hybrid,53000.0,automatic,sedan,blue,0,2018-08-01,7,hyundai,sonata
12995,2011,excellent,8,hybrid,155550.0,automatic,truck,white,1,2018-10-26,17,ram,2500
65990,2018,excellent,8,hybrid,12740.0,automatic,truck,white,1,2018-12-29,7,chevrolet,silverado 2500hd
38500,2018,like new,8,hybrid,55000.0,automatic,truck,unknown,1,2018-07-16,20,ford,f250
32990,2011,excellent,6,hybrid,96753.0,automatic,truck,brown,1,2018-12-11,23,ram,3500
45962,2018,new,8,hybrid,7.0,automatic,truck,red,1,2018-12-09,45,chevrolet,silverado 1500
1000,1993,fair,6,hybrid,200000.0,automatic,SUV,green,0,2018-09-14,50,ford,explorer
41000,2018,excellent,8,hybrid,42038.0,automatic,other,unknown,1,2018-10-08,42,chevrolet,silverado 3500hd
22988,2014,like new,8,hybrid,75000.0,automatic,truck,black,1,2018-08-02,41,ram,1500
6500,2007,excellent,8,hybrid,241100.0,automatic,SUV,brown,1,2018-10-28,33,chevrolet,suburban
30900,2013,like new,8,hybrid,110000.0,automatic,truck,black,1,2018-09-25,42,ford,f350
5500,1991,good,6,hybrid,262500.0,automatic,SUV,white,1,2018-10-21,38,jeep,grand cherokee laredo
17000,2016,excellent,4,hybrid,46110.0,automatic,wagon,unknown,1,2018-09-04,24,nissan,rogue
2600,2006,good,6,hybrid,190000.0,automatic,sedan,red,0,2019-04-15,25,chevrolet,impala
34988,2018,like new,4,hybrid,3000.0,automatic,truck,silver,0,2018-06-07,32,chevrolet,silverado
3750,2004,excellent,4,hybrid,93000.0,automatic,coupe,black,0,2019-02-11,69,honda,civic
5500,2012,good,4,hybrid,104000.0,automatic,sedan,silver,0,2018-09-23,60,chevrolet,cruze
19265,2013,excellent,8,hybrid,68720.0,automatic,truck,black,1,2018-07-04,11,ram,1500
64493,2018,new,8,hybrid,7.0,automatic,truck,unknown,1,2018-12-19,4,chevrolet,silverado 3500hd
4988,2001,excellent,8,hybrid,149600.0,automatic,truck,black,0,2018-08-23,24,ford,expedition
11300,2015,excellent,4,hybrid,68715.0,automatic,sedan,unknown,0,2018-06-24,39,ford,fusion
2300,2010,fair,6,hybrid,150000.0,automatic,SUV,purple,1,2018-05-07,40,chevrolet,traverse
5988,2004,excellent,6,hybrid,100000.0,automatic,truck,unknown,0,2018-07-28,18,chevrolet,silverado
6995,2013,good,4,hybrid,99804.0,automatic,hatchback,red,0,2018-08-17,5,kia,soul
28900,2017,like new,8,hybrid,43004.0,automatic,truck,unknown,1,2019-04-14,31,chevrolet,silverado
16500,2011,good,8,hybrid,58900.0,automatic,truck,unknown,1,2018-12-19,36,gmc,sierra
5700,2011,excellent,6,hybrid,140000.0,automatic,sedan,silver,0,2018-09-29,6,chevrolet,malibu
5495,2012,good,4,hybrid,134373.0,automatic,sedan,blue,0,2019-04-15,34,ford,focus se
